rmse	mae	r2	pearson	spearman	task	method_name	method_params	hash
0.3252325355785522	0.2509485081337255	0.1179438393913581	0.7439008714830109	0.6863541655157289	top10_abundant_msi_full_rna	xgboost	{'alpha': 0, 'lambda': 10, 'max_depth': 6, 'learning_rate': 0.1, 'n_estimators': 300, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'early_stopping_rounds': 5, 'n_jobs': 20}	5f5312d4f2
0.3256318236956169	0.250555629361724	0.1153293582611692	0.7439364515964799	0.6929223864616685	top10_abundant_msi_full_rna	xgboost	{'alpha': 10, 'lambda': 50, 'max_depth': 5, 'learning_rate': 0.01, 'n_estimators': 500, 'subsample': 0.9, 'colsample_bytree': 0.7, 'min_child_weight': 2, 'early_stopping_rounds': 20, 'n_jobs': 20}	dc6ece4ecb
0.3280518678298346	0.2518545438683259	0.1009107408207642	0.7400132549750512	0.6899802631389476	top10_abundant_msi_full_rna	xgboost	{'alpha': 25, 'lambda': 70, 'max_depth': 7, 'learning_rate': 0.02, 'n_estimators': 1500, 'subsample': 0.95, 'colsample_bytree': 0.65, 'min_child_weight': 4, 'early_stopping_rounds': 25, 'n_jobs': 20}	28b4cdc2ce
0.3288907001024365	0.2522042520388126	0.0962847082785236	0.7391445586501882	0.6882782979089773	top10_abundant_msi_full_rna	elastic_net	{'alpha': 0.01, 'l1_ratio': 0.5}	6736a47acb
0.3292655661171589	0.2523872152403442	0.0937348188986245	0.7382655933540577	0.6897188060685724	top10_abundant_msi_full_rna	xgboost	{'alpha': 30, 'lambda': 80, 'max_depth': 4, 'learning_rate': 0.03, 'n_estimators': 800, 'subsample': 0.85, 'colsample_bytree': 0.75, 'min_child_weight': 2, 'early_stopping_rounds': 15, 'n_jobs': 20}	3784a8f198
0.3312802686295317	0.2536886341902591	0.0826118488718015	0.7348803618383286	0.6832517489805232	top10_abundant_msi_full_rna	elastic_net	{'alpha': 0.01, 'l1_ratio': 0.9}	129b5f480a
0.3316495966312162	0.2539306058772518	0.0804513016350762	0.7342138544039408	0.6826834885251519	top10_abundant_msi_full_rna	elastic_net	{'alpha': 0.1, 'l1_ratio': 0.1}	295afcc9b5
0.3317036585160245	0.2539615155941145	0.0803179225076502	0.7340943662231272	0.6824347993849914	top10_abundant_msi_full_rna	lasso	{'alpha': 0.01}	0ad93aa331
0.3337152773941109	0.2552985953891953	0.0699094822268675	0.7306068671003724	0.6818063158412145	top10_abundant_msi_full_rna	xgboost	{'alpha': 50, 'lambda': 100, 'max_depth': 3, 'learning_rate': 0.05, 'n_estimators': 1000, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 3, 'early_stopping_rounds': 10, 'n_jobs': 20}	018fa7c037
0.3338215052807106	0.25802542478346	0.0687139368648085	0.7295796937514624	0.671828733542243	top10_abundant_msi_full_rna	ridge	{'alpha': 200.0}	f5096b909c
