rmse	mae	r2	pearson	spearman	task	method_name	method_params	hash
0.5582149053580943	0.4338112209264066	-1.595974222406266	0.4700902339663243	0.4565377079684183	top10_abundant_msi_full_rna	ridge	{'alpha': 1.0}	81d0c30d9b
0.8252781313324264	0.6269840485230229	-4.666499656643057	0.3210709740966915	0.3342756968923728	top10_abundant_msi_full_rna	ridge	{'alpha': 0.1}	12a1010fd5
0.3436750468569166	0.2665072588919394	0.0127749595786886	0.7132556153538072	0.652990847549945	top10_abundant_msi_full_rna	ridge	{'alpha': 100.0}	5f5aa33e8d
1.0852591594976435	0.8149584370364149	-8.794173222457252	0.239815627910809	0.2615042617702907	top10_abundant_msi_full_rna	ridge	{'alpha': 0.01}	702b4664a4
0.3338215052807106	0.25802542478346	0.0687139368648085	0.7295796937514624	0.671828733542243	top10_abundant_msi_full_rna	ridge	{'alpha': 200.0}	f5096b909c
0.3582791151659165	0.2785401428683764	-0.0729781247456195	0.6904600382319169	0.6296711350326751	top10_abundant_msi_full_rna	ridge	{'alpha': 50.0}	f05d765c16
0.731757731042302	0.5594676007497474	-3.456055160206765	0.3625850909258617	0.3692457187821855	top10_abundant_msi_full_rna	ridge	{'alpha': 0.2}	09590ca82d
0.6241683828021578	0.4819107898429736	-2.243573150801885	0.423310503994281	0.4191785273226895	top10_abundant_msi_full_rna	ridge	{'alpha': 0.5}	202877210.0
0.578049324136704	0.4482581818352405	-1.7831069073614434	0.4550666530339913	0.444687189031913	top10_abundant_msi_full_rna	ridge	{'alpha': 0.8}	427def06d5
0.3462159425132937	0.265224295292672	-0.0015195782939028	0.7064655337586154	0.651464784970929	top10_abundant_msi_full_rna	lasso	{'alpha': 1.0}	6464690273
0.3441767770849551	0.2635375542581529	0.0099517323348084	0.7104187592266271	0.6532900038265536	top10_abundant_msi_full_rna	lasso	{'alpha': 0.1}	d29d66dc1e
0.3462159425132937	0.265224295292672	-0.0015195782939028	0.7064655337586154	0.651464784970929	top10_abundant_msi_full_rna	lasso	{'alpha': 100.0}	f0e7c4e478
0.3317036585160245	0.2539615155941145	0.0803179225076502	0.7340943662231272	0.6824347993849914	top10_abundant_msi_full_rna	lasso	{'alpha': 0.01}	0ad93aa331
