rmse	mae	r2	pearson	spearman	task	method_name	method_params	hash
0.5233033755461965	0.4011914255080393	-0.4800060512495993	0.8115355745276693	0.8209165906291721	top5_spat_msi_full_rna	ridge	{'alpha': 1.0}	a9cda391ae
0.7850154218942884	0.5887665734180285	-2.3359275625135063	0.6734896602827628	0.6992505992043148	top5_spat_msi_full_rna	ridge	{'alpha': 0.1}	af833dc465
0.3371763064640515	0.2617006702004368	0.3843102441822267	0.9135017075455842	0.913874297126393	top5_spat_msi_full_rna	ridge	{'alpha': 100.0}	d9fad96d2d
1.0475163929212303	0.7729394310803477	-4.941823887645794	0.5621026030333071	0.5982548531058535	top5_spat_msi_full_rna	ridge	{'alpha': 0.01}	6cc35976fc
0.3298876227318857	0.2556133817608453	0.4105152722456141	0.91727818739394	0.9174694813616942	top5_spat_msi_full_rna	ridge	{'alpha': 200.0}	7f10eff573
0.3490169954587795	0.2712753866851658	0.340158633656743	0.9074128225176096	0.9081039452226518	top5_spat_msi_full_rna	ridge	{'alpha': 50.0}	06485c1bec
0.6921781835576215	0.5222674197117096	-1.5922370323961157	0.7198753791949571	0.7412380882581809	top5_spat_msi_full_rna	ridge	{'alpha': 0.2}	32e9e50885
0.5864097446208917	0.4460383812201944	-0.8591018749304856	0.7764921670099589	0.7907468926943938	top5_spat_msi_full_rna	ridge	{'alpha': 0.5}	fd92f89bb1
0.5420587340527534	0.4145312994010098	-0.5881112494273798	0.8010648279141505	0.8117779808392457	top5_spat_msi_full_rna	ridge	{'alpha': 0.8}	eefce2cfa9
0.4285841297328083	0.3383878345192428	-0.0006298998834044	0.8570347422749401	0.8448390253379822	top5_spat_msi_full_rna	lasso	{'alpha': 1.0}	6528b43b44
0.3898971062194203	0.305154837739194	0.1622492016180981	0.8846150444517844	0.8904356904854172	top5_spat_msi_full_rna	lasso	{'alpha': 0.1}	751f7635eb
0.4285841297328083	0.3383878345192428	-0.0006298998834044	0.8570347422749401	0.8448390253379822	top5_spat_msi_full_rna	lasso	{'alpha': 100.0}	575ba19806
0.3383827115558948	0.2621437061285255	0.3754353327826678	0.9135528390977524	0.9123784395193464	top5_spat_msi_full_rna	lasso	{'alpha': 0.01}	8837bd7899
0.4285841297328083	0.3383878345192428	-0.0006298998834044	0.8570347422749401	0.8448390253379822	top5_spat_msi_full_rna	lasso	{'alpha': 200.0}	76d496972c
0.4285841297328083	0.3383878345192428	-0.0006298998834044	0.8570347422749401	0.8448390253379822	top5_spat_msi_full_rna	lasso	{'alpha': 50.0}	06ed2d68a6
1.1350166010285403	0.8334233860563401	-5.975627074377945	0.5313156635935067	0.5706992128627405	top5_spat_msi_full_rna	linear	{'parm': 0}	814d6e79c2
