rmse	mae	r2	pearson	spearman	task	method_name	method_params	hash
0.3166155224511841	0.24484294286729	0.4554100993611726	0.92438088518783	0.924592955307084	top5_spat_msi_full_rna	xgboost	{'alpha': 0, 'lambda': 10, 'max_depth': 6, 'learning_rate': 0.1, 'n_estimators': 300, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'early_stopping_rounds': 5, 'n_jobs': 20}	ef8eb9378d
0.3238369201723058	0.2506736768978734	0.4308469341692541	0.9209208132693942	0.9226716425127156	top5_spat_msi_full_rna	xgboost	{'alpha': 10, 'lambda': 50, 'max_depth': 5, 'learning_rate': 0.01, 'n_estimators': 500, 'subsample': 0.9, 'colsample_bytree': 0.7, 'min_child_weight': 2, 'early_stopping_rounds': 20, 'n_jobs': 20}	75f0b737f9
0.3241195513153513	0.2513265155902043	0.4293399983389045	0.9207184734351712	0.922037071533703	top5_spat_msi_full_rna	xgboost	{'alpha': 25, 'lambda': 70, 'max_depth': 7, 'learning_rate': 0.02, 'n_estimators': 1500, 'subsample': 0.95, 'colsample_bytree': 0.65, 'min_child_weight': 4, 'early_stopping_rounds': 25, 'n_jobs': 20}	a0949ce22d
0.3298876227318857	0.2556133817608453	0.4105152722456141	0.91727818739394	0.9174694813616942	top5_spat_msi_full_rna	ridge	{'alpha': 200.0}	7f10eff573
0.3294564425964431	0.2560467274983892	0.4099007718255716	0.9180252145414504	0.9193753933878328	top5_spat_msi_full_rna	xgboost	{'alpha': 30, 'lambda': 80, 'max_depth': 4, 'learning_rate': 0.03, 'n_estimators': 800, 'subsample': 0.85, 'colsample_bytree': 0.75, 'min_child_weight': 2, 'early_stopping_rounds': 15, 'n_jobs': 20}	841b3daae7
0.3342603420535401	0.2586048786826423	0.3920536523368282	0.915456265794364	0.9150140616613832	top5_spat_msi_full_rna	elastic_net	{'alpha': 0.01, 'l1_ratio': 0.5}	7503d44b5e
0.3371763064640515	0.2617006702004368	0.3843102441822267	0.9135017075455842	0.913874297126393	top5_spat_msi_full_rna	ridge	{'alpha': 100.0}	d9fad96d2d
0.3381970336467705	0.2629604100254717	0.3808540357296014	0.9128945465701168	0.9131373574329732	top5_spat_msi_full_rna	elastic_net	{'alpha': 0.01, 'l1_ratio': 0.1}	e8c382169a
0.337492686413344	0.2613825578811256	0.3789038623079282	0.9139892035080924	0.9129704973020336	top5_spat_msi_full_rna	elastic_net	{'alpha': 0.01, 'l1_ratio': 0.9}	a950b1323e
0.3383827115558948	0.2621437061285255	0.3754353327826678	0.9135528390977524	0.9123784395193464	top5_spat_msi_full_rna	lasso	{'alpha': 0.01}	8837bd7899
