rmse	mae	r2	pearson	spearman	task	method_name	method_params	hash
0.614907480467872	0.4768791667832387	-1.590322433859552	0.6023884501105718	0.6156305259090425	top20_abundant_msi_full_rna	ridge	{'alpha': 1.0}	bd23821c7b
0.9035185911170196	0.6869446510909071	-4.602291324130176	0.4414868087589978	0.4769153613428146	top20_abundant_msi_full_rna	ridge	{'alpha': 0.1}	45131d6da5
0.3791151262446348	0.2917093843761698	0.0108029049254483	0.8081068585589803	0.8050109147652501	top20_abundant_msi_full_rna	ridge	{'alpha': 100.0}	671664e759
1.1814462814175353	0.8866914026653303	-8.61471402007457	0.3471218449541545	0.3917679244986045	top20_abundant_msi_full_rna	ridge	{'alpha': 0.01}	af7657a8c9
0.3683396744570707	0.282284761484579	0.0663212272156378	0.8191371638536977	0.817687895612623	top20_abundant_msi_full_rna	ridge	{'alpha': 200.0}	443ecce4f5
0.3951325667614636	0.3053595818975902	-0.0745921042026403	0.7920233651174673	0.7875753796291475	top20_abundant_msi_full_rna	ridge	{'alpha': 50.0}	c953aae3df
0.8040795126324041	0.6139721382271981	-3.429048799702298	0.4876605510015459	0.5178612563873654	top20_abundant_msi_full_rna	ridge	{'alpha': 0.2}	7e03ca9f0f
0.6876564888281806	0.529416650484141	-2.2368473700871374	0.5535026102831406	0.5745634220075644	top20_abundant_msi_full_rna	ridge	{'alpha': 0.5}	4fc4c9e470
0.6368690442333544	0.4927335415892078	-1.7776630103000817	0.5869432587808376	0.6026906249778319	top20_abundant_msi_full_rna	ridge	{'alpha': 0.8}	d251180863
0.3813371953093596	0.2899785158138229	-0.0014656126560026	0.805643164533576	0.8108898522198346	top20_abundant_msi_full_rna	lasso	{'alpha': 1.0}	e046d382d4
0.3800600668634001	0.2889334151995407	0.0055135645772395	0.806888280663034	0.8114496109096452	top20_abundant_msi_full_rna	lasso	{'alpha': 0.1}	b0c79e7bc0
0.3813371953093596	0.2899785158138229	-0.0014656126560026	0.805643164533576	0.8108898522198346	top20_abundant_msi_full_rna	lasso	{'alpha': 100.0}	5a463be731
0.3664765044681607	0.2784673453993129	0.0744187211199868	0.8217649939907328	0.8255449213113599	top20_abundant_msi_full_rna	lasso	{'alpha': 0.01}	5fee27983b
0.3813371953093596	0.2899785158138229	-0.0014656126560026	0.805643164533576	0.8108898522198346	top20_abundant_msi_full_rna	lasso	{'alpha': 200.0}	c2a46769bd
0.3813371953093596	0.2899785158138229	-0.0014656126560026	0.805643164533576	0.8108898522198346	top20_abundant_msi_full_rna	lasso	{'alpha': 50.0}	d33cf6cb45
1.2730857190858096	0.9512817550840084	-10.167584353972613	0.3241236524730398	0.3707304819687293	top20_abundant_msi_full_rna	linear	{'parm': 0}	2965d1063e
0.3664188234145581	0.2785688156077075	0.0732587067325561	0.8223706984345024	0.8275734563807586	top20_abundant_msi_full_rna	xgboost	{'alpha': 50, 'lambda': 100, 'max_depth': 3, 'learning_rate': 0.05, 'n_estimators': 1000, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 3, 'early_stopping_rounds': 10, 'n_jobs': 20}	7abbdab2cb
0.3582073081362631	0.2730179044526329	0.1132428822253928	0.8310543578841469	0.8328313763465984	top20_abundant_msi_full_rna	xgboost	{'alpha': 10, 'lambda': 50, 'max_depth': 5, 'learning_rate': 0.01, 'n_estimators': 500, 'subsample': 0.9, 'colsample_bytree': 0.7, 'min_child_weight': 2, 'early_stopping_rounds': 20, 'n_jobs': 20}	24dec28193
0.3612765400718075	0.2745659049276137	0.0972060355595327	0.8280438187018914	0.830395312564959	top20_abundant_msi_full_rna	xgboost	{'alpha': 30, 'lambda': 80, 'max_depth': 4, 'learning_rate': 0.03, 'n_estimators': 800, 'subsample': 0.85, 'colsample_bytree': 0.75, 'min_child_weight': 2, 'early_stopping_rounds': 15, 'n_jobs': 20}	ee8eaa8dce
