rmse	mae	r2	pearson	spearman	task	method_name	method_params	hash
0.2338048789747865	0.1831607075286343	-0.0394333529779802	0.961365295962094	0.8926135009062399	V11L12_MOSCOT_selected_genes_full_msi	ridge	{'alpha': 1.0}	7d13f8d61c
0.233820556003728	0.1831706396486485	-0.0395770900302509	0.961360014835066	0.8925987705749004	V11L12_MOSCOT_selected_genes_full_msi	ridge	{'alpha': 0.1}	557c0c9acb
0.2330507639260255	0.182678645289464	-0.0326194096029654	0.9616234380762688	0.8932795817765109	V11L12_MOSCOT_selected_genes_full_msi	ridge	{'alpha': 100.0}	eb6f10a999
0.2338221563476781	0.1831716548077772	-0.0395917842022616	0.9613594767865804	0.8925972611565997	V11L12_MOSCOT_selected_genes_full_msi	ridge	{'alpha': 0.01}	a313b9e773
0.232771514367671	0.1825058329039636	-0.0300777240266158	0.961719155216844	0.8935132311912651	V11L12_MOSCOT_selected_genes_full_msi	ridge	{'alpha': 200.0}	94aad48491
0.2333075916356985	0.1828420063034913	-0.0349372166759019	0.9615352227615026	0.8930587989682987	V11L12_MOSCOT_selected_genes_full_msi	ridge	{'alpha': 50.0}	a078f5650d
0.23381878325645	0.1831695164127808	-0.0395608257226231	0.9613606117967476	0.8926004404734165	V11L12_MOSCOT_selected_genes_full_msi	ridge	{'alpha': 0.2}	ac6b412ddb
0.2338135121250081	0.183166175517997	-0.0395124781704509	0.9613623867766709	0.8926053990347849	V11L12_MOSCOT_selected_genes_full_msi	ridge	{'alpha': 0.5}	92ee4ac70b
0.2338083108132853	0.1831628826993244	-0.0394648001134072	0.9613641391873218	0.8926102817164564	V11L12_MOSCOT_selected_genes_full_msi	ridge	{'alpha': 0.8}	395a6f6a4a
0.2323806597731869	0.1824587080003223	-0.0255889106255858	0.9618377490572092	0.8937978697909414	V11L12_MOSCOT_selected_genes_full_msi	lasso	{'alpha': 1.0}	696f66431f
0.2323806597731869	0.1824587080003223	-0.0255889106255858	0.9618377490572092	0.8937978697909414	V11L12_MOSCOT_selected_genes_full_msi	lasso	{'alpha': 0.1}	0718ccae9a
0.2323806597731869	0.1824587080003223	-0.0255889106255858	0.9618377490572092	0.8937978697909414	V11L12_MOSCOT_selected_genes_full_msi	lasso	{'alpha': 100.0}	30400f5b7f
0.2323226248005486	0.1823525617025885	-0.0253836504095598	0.9618570762332372	0.8938851597480701	V11L12_MOSCOT_selected_genes_full_msi	lasso	{'alpha': 0.01}	d15e265adf
0.2323806597731869	0.1824587080003223	-0.0255889106255858	0.9618377490572092	0.8937978697909414	V11L12_MOSCOT_selected_genes_full_msi	lasso	{'alpha': 200.0}	3ff2afaa4d
0.2323806597731869	0.1824587080003223	-0.0255889106255858	0.9618377490572092	0.8937978697909414	V11L12_MOSCOT_selected_genes_full_msi	lasso	{'alpha': 50.0}	5061564c11
0.2338223281882748	0.1831717630357003	-0.039593367997628	0.9613594191293932	0.892597104832038	V11L12_MOSCOT_selected_genes_full_msi	linear	{'parm': 0}	5f2c072462
0.2369118055628765	0.1906670879208357	-0.0863418889600089	0.961436026524494	0.8939365490497679	V11L12_MOSCOT_selected_genes_full_msi	xgboost	{'alpha': 50, 'lambda': 100, 'max_depth': 3, 'learning_rate': 0.05, 'n_estimators': 1000, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 3, 'early_stopping_rounds': 10, 'n_jobs': 20}	cd161f316b
0.233330873752096	0.1845225631060336	-0.0373381426530606	0.9617004354436052	0.8935550028393985	V11L12_MOSCOT_selected_genes_full_msi	xgboost	{'alpha': 10, 'lambda': 50, 'max_depth': 5, 'learning_rate': 0.01, 'n_estimators': 500, 'subsample': 0.9, 'colsample_bytree': 0.7, 'min_child_weight': 2, 'early_stopping_rounds': 20, 'n_jobs': 20}	3e78720ae2
0.2338245130190382	0.186173317351959	-0.0455220078367359	0.9617103617998962	0.8938650450786909	V11L12_MOSCOT_selected_genes_full_msi	xgboost	{'alpha': 30, 'lambda': 80, 'max_depth': 4, 'learning_rate': 0.03, 'n_estimators': 800, 'subsample': 0.85, 'colsample_bytree': 0.75, 'min_child_weight': 2, 'early_stopping_rounds': 15, 'n_jobs': 20}	b7edef6b81
0.2368263122571157	0.1865670330462876	-0.0682817599094188	0.9605652094820758	0.8907167658966545	V11L12_MOSCOT_selected_genes_full_msi	xgboost	{'alpha': 0, 'lambda': 10, 'max_depth': 6, 'learning_rate': 0.1, 'n_estimators': 300, 'subsample': 0.8, 'colsample_bytree': 0.8, 'min_child_weight': 1, 'early_stopping_rounds': 5, 'n_jobs': 20}	6a8006bae2
0.2333771926288467	0.1850869585375793	-0.038921538432997	0.9617108699942062	0.8937644917849086	V11L12_MOSCOT_selected_genes_full_msi	xgboost	{'alpha': 25, 'lambda': 70, 'max_depth': 7, 'learning_rate': 0.02, 'n_estimators': 1500, 'subsample': 0.95, 'colsample_bytree': 0.65, 'min_child_weight': 4, 'early_stopping_rounds': 25, 'n_jobs': 20}	12b8acab44
0.2337130460658359	0.1831042133997633	-0.0384731144407696	0.96139283957733	0.8927052356811178	V11L12_MOSCOT_selected_genes_full_msi	elastic_net	{'alpha': 0.001, 'l1_ratio': 0.1}	e733dff871
0.2334275867675399	0.1829412002728469	-0.0355614390141283	0.9614796008775196	0.8929909086226858	V11L12_MOSCOT_selected_genes_full_msi	elastic_net	{'alpha': 0.001, 'l1_ratio': 0.5}	c3bf56788f
0.2332097466719048	0.1828205263162776	-0.0334295260073139	0.961547791104244	0.8932021487392571	V11L12_MOSCOT_selected_genes_full_msi	elastic_net	{'alpha': 0.001, 'l1_ratio': 0.9}	9813c3a02f
0.2330802514028734	0.1827403499153666	-0.0323011339011676	0.9615933195350252	0.8933132454142387	V11L12_MOSCOT_selected_genes_full_msi	elastic_net	{'alpha': 0.01, 'l1_ratio': 0.1}	e41c48b4df
0.2324238840224503	0.1823747837261158	-0.0263127679141218	0.9618163127248348	0.8938550315123408	V11L12_MOSCOT_selected_genes_full_msi	elastic_net	{'alpha': 0.01, 'l1_ratio': 0.5}	836a634ebe
0.2323294615500101	0.1823482391531432	-0.0254569090585223	0.961853840339938	0.8938886218285357	V11L12_MOSCOT_selected_genes_full_msi	elastic_net	{'alpha': 0.01, 'l1_ratio': 0.9}	51e6b57549
0.2323060201902022	0.1823451794587611	-0.0252564492805302	0.9618655198435802	0.8938856861431648	V11L12_MOSCOT_selected_genes_full_msi	elastic_net	{'alpha': 0.1, 'l1_ratio': 0.1}	0d1cb73f07
0.2323798489165119	0.1824581010371139	-0.0255858955417263	0.9618383480368882	0.8937979769862779	V11L12_MOSCOT_selected_genes_full_msi	elastic_net	{'alpha': 0.1, 'l1_ratio': 0.5}	aa81d45330
0.2323806597731869	0.1824587080003223	-0.0255889106255858	0.9618377490572092	0.8937978697909414	V11L12_MOSCOT_selected_genes_full_msi	elastic_net	{'alpha': 0.1, 'l1_ratio': 0.9}	1d3ac4a197
0.2323806597731869	0.1824587080003223	-0.0255889106255858	0.9618377490572092	0.8937978697909414	V11L12_MOSCOT_selected_genes_full_msi	elastic_net	{'alpha': 1.0, 'l1_ratio': 0.1}	df855c9c17
0.2323806597731869	0.1824587080003223	-0.0255889106255858	0.9618377490572092	0.8937978697909414	V11L12_MOSCOT_selected_genes_full_msi	elastic_net	{'alpha': 1.0, 'l1_ratio': 0.5}	ae84f9175f
0.2323806597731869	0.1824587080003223	-0.0255889106255858	0.9618377490572092	0.8937978697909414	V11L12_MOSCOT_selected_genes_full_msi	elastic_net	{'alpha': 1.0, 'l1_ratio': 0.9}	25d92c37c3
0.2522403794666691	0.186103954911232	-0.0768228843808174	0.9601524	0.8897482305720978	V11L12_MOSCOT_selected_genes_full_msi	cvae	{'hidden_dim': 256, 'latent_dim': 20, 'lr': 0.0005, 'epochs': 150, 'batch_size': 64}	4cac52e822
0.2552921034417624	0.18802310526371	-0.0932853445410728	0.9591071	0.8871305996912401	V11L12_MOSCOT_selected_genes_full_msi	cvae	{'hidden_dim': 128, 'latent_dim': 10, 'lr': 0.001, 'epochs': 100, 'batch_size': 32}	1abdb0db35
0.2546148535907757	0.1879322081804275	-0.0934281572699546	0.95934093	0.8906123029662537	V11L12_MOSCOT_selected_genes_full_msi	cvae	{'hidden_dim': 512, 'latent_dim': 50, 'lr': 0.0003, 'epochs': 200, 'batch_size': 128}	441ee5e247
0.2594789629863571	0.190436914563179	-0.1342753469944	0.95773906	0.8840320982045237	V11L12_MOSCOT_selected_genes_full_msi	cvae	{'hidden_dim': 384, 'latent_dim': 30, 'lr': 0.0007, 'epochs': 180, 'batch_size': 64}	1c2e319069
0.2571615758324205	0.1894577741622924	-0.1105844751000404	0.95848703	0.8906482776438822	V11L12_MOSCOT_selected_genes_full_msi	cvae	{'hidden_dim': 256, 'latent_dim': 40, 'lr': 0.0002, 'epochs': 250, 'batch_size': 128}	38abfc5199
0.2610295030728823	0.1923723071813583	-0.1504875123500824	0.9572016	0.8824415830126208	V11L12_MOSCOT_selected_genes_full_msi	cvae	{'hidden_dim': 512, 'latent_dim': 30, 'lr': 0.001, 'epochs': 120, 'batch_size': 64}	aa71062fd0
0.267626389097647	0.1969844251871109	-0.208834558725357	0.9550009	0.8834997161903777	V11L12_MOSCOT_selected_genes_full_msi	cvae	{'hidden_dim': 1024, 'latent_dim': 100, 'lr': 0.0001, 'epochs': 300, 'batch_size': 256}	7e9515a560
